Ind_ID,Year,Locale,Sex,Species,Copula,MatingSuccess,Eggs,TotalLength,WingLength,AbdomenLength,S4Width
2020_536_Ischnura elegans,2020,Vombs_Vattenverk,Male,Ischnura_elegans,1,1.995702056,NA,31.9,17.37,24.42,0.53
2020_537_Ischnura elegans,2020,Vombs_Vattenverk,Male,Ischnura_elegans,1,1.995702056,NA,32.73,17.8,25.3,0.38
2020_539_Ischnura elegans,2020,Vombs_Vattenverk,Female,Ischnura_elegans,1,1.441304,8,33.62,20.42,25.72,0.64
2020_53_Ischnura elegans,2020,Hoje_A_7,Male,Ischnura_elegans,1,1.995702056,NA,32.33,16.13,24.98,0.55
2020_540_Ischnura elegans,2020,Vombs_Vattenverk,Male,Ischnura_elegans,1,1.995702056,NA,31.82,17.41,24.57,0.38
2020_541_Ischnura elegans,2020,Vombs_Vattenverk,Female,Ischnura_elegans,1,1.441304,446,34.55,20.8,26.4,0.81
2020_542_Ischnura elegans,2020,Vombs_Vattenverk,Male,Ischnura_elegans,1,1.995702056,NA,32.84,18.43,25.22,0.51
2020_544_Ischnura elegans,2020,Vombs_Vattenverk,Male,Ischnura_elegans,1,1.995702056,NA,34.84,17.79,26.91,0.46
2020_545_Ischnura elegans,2020,Vombs_Vattenverk,Female,Ischnura_elegans,1,1.441304,394,34.69,20.67,26.48,0.7
2020_546_Ischnura elegans,2020,Vombs_Vattenverk,Male,Ischnura_elegans,1,1.995702056,NA,34.19,18.08,26.43,0.42
2020_547_Ischnura elegans,2020,Vombs_Vattenverk,Female,Ischnura_elegans,1,1.441304,315,33.65,21.34,25.73,0.7
2020_548_Ischnura elegans,2020,Vombs_Vattenverk,Male,Ischnura_elegans,1,1.995702056,NA,34.04,18.59,26.42,0.45
2020_549_Ischnura elegans,2020,Vombs_Vattenverk,Male,Ischnura_elegans,1,1.995702056,NA,33.05,18.38,25.55,0.43
2020_54_Ischnura elegans,2020,Hoje_A_7,Male,Ischnura_elegans,1,1.995702056,NA,31.73,17.2,24.43,0.6
2020_550_Ischnura elegans,2020,Vombs_Vattenverk,Female,Ischnura_elegans,1,1.441304,339,33.96,20.24,26.09,0.68
2020_551_Ischnura elegans,2020,Vombs_Vattenverk,Male,Ischnura_elegans,1,1.995702056,NA,32.37,18.39,24.92,0.47
2020_552_Ischnura elegans,2020,Vombs_Vattenverk,Female,Ischnura_elegans,1,1.441304,350,32.56,19.36,24.89,0.68
2020_553_Ischnura elegans,2020,Vombs_Vattenverk,Male,Ischnura_elegans,0,0,NA,32.51,17.72,25.31,0.41
2020_554_Ischnura elegans,2020,Vombs_Vattenverk,Male,Ischnura_elegans,0,0,NA,34.61,18.99,26.94,0.49
2020_555_Ischnura elegans,2020,Vombs_Vattenverk,Male,Ischnura_elegans,0,0,NA,34.06,17.76,26.46,0.42
2020_556_Ischnura elegans,2020,Vombs_Vattenverk,Male,Ischnura_elegans,0,0,NA,32.72,17.96,25.33,0.51
2020_557_Ischnura elegans,2020,Vombs_Vattenverk,Male,Ischnura_elegans,0,0,NA,33.75,18.41,26.14,0.45
2020_558_Ischnura elegans,2020,Vombs_Vattenverk,Male,Ischnura_elegans,0,0,NA,33.28,18.73,25.64,0.47
2020_559_Ischnura elegans,2020,Vombs_Vattenverk,Male,Ischnura_elegans,0,0,NA,34.19,19.31,26.38,0.42
2020_55_Ischnura elegans,2020,Hoje_A_7,Female,Ischnura_elegans,1,1.441304,0,32.71,19.97,25.04,0.77
2020_560_Ischnura elegans,2020,Vombs_Vattenverk,Male,Ischnura_elegans,0,0,NA,34.33,17.73,26.75,0.49
2020_561_Ischnura elegans,2020,Vombs_Vattenverk,Male,Ischnura_elegans,0,0,NA,33.25,17.67,25.66,0.48
2020_562_Ischnura elegans,2020,Vombs_Vattenverk,Male,Ischnura_elegans,0,0,NA,32.76,18.42,25.36,0.47
2020_563_Ischnura elegans,2020,Vombs_Vattenverk,Male,Ischnura_elegans,0,0,NA,34.41,18.66,26.6,0.46
2020_564_Ischnura elegans,2020,Vombs_Vattenverk,Male,Ischnura_elegans,0,0,NA,34.68,17.92,26.94,0.42
2020_565_Ischnura elegans,2020,Vombs_Vattenverk,Male,Ischnura_elegans,0,0,NA,34.04,18.3,26.34,0.47
2020_566_Ischnura elegans,2020,Vombs_Vattenverk,Male,Ischnura_elegans,0,0,NA,34.09,18.91,26.38,0.47
2020_567_Ischnura elegans,2020,Vombs_Vattenverk,Male,Ischnura_elegans,0,0,NA,33.59,17.85,26.12,0.45
2020_568_Ischnura elegans,2020,Vombs_Vattenverk,Male,Ischnura_elegans,0,0,NA,33.74,18.04,26.32,0.46
2020_569_Ischnura elegans,2020,Vombs_Vattenverk,Male,Ischnura_elegans,0,0,NA,34.37,19.04,26.48,0.46
2020_56_Ischnura elegans,2020,Hoje_A_7,Male,Ischnura_elegans,1,1.995702056,NA,32.73,17.17,25.34,0.63
2020_570_Ischnura elegans,2020,Vombs_Vattenverk,Male,Ischnura_elegans,0,0,NA,34.24,18.74,26.54,0.38
2020_571_Ischnura elegans,2020,Vombs_Vattenverk,Male,Ischnura_elegans,0,0,NA,32.4,16.93,25.24,0.51
2020_572_Ischnura elegans,2020,Vombs_Vattenverk,Male,Ischnura_elegans,0,0,NA,32.35,17.31,25.15,0.45
2020_573_Ischnura elegans,2020,Vombs_Vattenverk,Male,Ischnura_elegans,0,0,NA,31.77,18.03,24.43,0.47
2020_574_Ischnura elegans,2020,Vombs_Vattenverk,Male,Ischnura_elegans,0,0,NA,34.15,17.95,26.53,0.48
2020_575_Ischnura elegans,2020,Ladugardsmarken,Male,Ischnura_elegans,0,0,NA,32.89,17.78,25.45,0.43
2020_576_Ischnura elegans,2020,Ladugardsmarken,Male,Ischnura_elegans,0,0,NA,32,17.53,24.73,0.41
2020_577_Ischnura elegans,2020,Ladugardsmarken,Male,Ischnura_elegans,0,0,NA,33.2,17.73,25.82,0.42
2020_578_Ischnura elegans,2020,Ladugardsmarken,Male,Ischnura_elegans,0,0,NA,31.91,18.45,24.56,0.41
2020_579_Ischnura elegans,2020,Ladugardsmarken,Male,Ischnura_elegans,0,0,NA,31.8,17.75,24.71,0.34
2020_57_Ischnura elegans,2020,Hoje_A_7,Female,Ischnura_elegans,1,1.441304,0,32.72,20.48,24.92,0.81
2020_580_Ischnura elegans,2020,Hoje_A_14,Male,Ischnura_elegans,1,1.995702056,NA,32.59,17.27,25.07,0.46
2020_581_Ischnura elegans,2020,Hoje_A_14,Female,Ischnura_elegans,1,1.441304,38,34.56,19.76,26.37,0.64
2020_582_Ischnura elegans,2020,Hoje_A_14,Male,Ischnura_elegans,1,1.995702056,NA,33.26,18.41,25.5,0.42
2020_583_Ischnura elegans,2020,Hoje_A_14,Female,Ischnura_elegans,1,1.441304,84,34.08,20.11,26.32,0.63
2020_584_Ischnura elegans,2020,Hoje_A_14,Female,Ischnura_elegans,1,1.441304,32,31.97,20.17,24.18,0.74
2020_585_Ischnura elegans,2020,Hoje_A_14,Male,Ischnura_elegans,1,1.995702056,NA,33.14,17.64,25.73,0.45
2020_586_Ischnura elegans,2020,Hoje_A_14,Female,Ischnura_elegans,1,1.441304,53,33.5,20.07,25.86,0.61
2020_587_Ischnura elegans,2020,Hoje_A_14,Male,Ischnura_elegans,1,1.995702056,NA,32.32,18.18,24.72,0.46
2020_588_Ischnura elegans,2020,Hoje_A_14,Male,Ischnura_elegans,1,1.995702056,NA,35.11,19.11,27.32,0.42
2020_589_Ischnura elegans,2020,Hoje_A_14,Female,Ischnura_elegans,1,1.441304,455,32.77,19.31,25.17,0.67
2020_58_Ischnura elegans,2020,Hoje_A_7,Male,Ischnura_elegans,1,1.995702056,NA,31.68,17,24.22,0.61
2020_590_Ischnura elegans,2020,Hoje_A_14,Male,Ischnura_elegans,1,1.995702056,NA,32.05,18.09,24.65,0.46
2020_591_Ischnura elegans,2020,Hoje_A_14,Female,Ischnura_elegans,1,1.441304,6,32.21,19.75,24.54,0.71
2020_593_Ischnura elegans,2020,Hoje_A_14,Female,Ischnura_elegans,1,1.441304,304,32,18.97,24.36,0.63
2020_594_Ischnura elegans,2020,Hoje_A_14,Male,Ischnura_elegans,1,1.995702056,NA,31.35,17.46,24.27,0.38
2020_595_Ischnura elegans,2020,Hoje_A_14,Female,Ischnura_elegans,1,1.441304,0,34.78,20.65,26.81,0.71
2020_596_Ischnura elegans,2020,Hoje_A_14,Male,Ischnura_elegans,1,1.995702056,NA,31.68,17.87,24.35,0.42
2020_597_Ischnura elegans,2020,Hoje_A_14,Female,Ischnura_elegans,1,1.441304,0,33.85,20.82,25.81,0.64
2020_598_Ischnura elegans,2020,Hoje_A_14,Female,Ischnura_elegans,1,1.441304,294,32.75,19.63,25.15,0.72
2020_599_Ischnura elegans,2020,Hoje_A_14,Male,Ischnura_elegans,1,1.995702056,NA,33.94,18.26,26.46,0.41
2020_59_Ischnura elegans,2020,Hoje_A_7,Female,Ischnura_elegans,1,1.441304,356,32.54,19.05,24.97,0.83
2020_5_Ischnura elegans,2020,Habo_Gard,Female,Ischnura_elegans,1,1.441304,346,33.97,20.94,26.01,0.84
2020_600_Ischnura elegans,2020,Hoje_A_14,Female,Ischnura_elegans,1,1.441304,179,33.42,19.76,25.39,0.82
2020_601_Ischnura elegans,2020,Hoje_A_14,Male,Ischnura_elegans,1,1.995702056,NA,31.8,17.83,24.64,0.4
2020_602_Ischnura elegans,2020,Hoje_A_14,Male,Ischnura_elegans,1,1.995702056,NA,33.9,18.04,26.24,0.45
2020_603_Ischnura elegans,2020,Hoje_A_14,Female,Ischnura_elegans,1,1.441304,0,33.17,19.24,25.74,0.67
2020_604_Ischnura elegans,2020,Hoje_A_14,Female,Ischnura_elegans,1,1.441304,123,32.15,19.69,24.55,0.67
2020_605_Ischnura elegans,2020,Hoje_A_14,Male,Ischnura_elegans,1,1.995702056,NA,32.92,17.87,25.26,0.47
2020_606_Ischnura elegans,2020,Hoje_A_14,Male,Ischnura_elegans,0,0,NA,32.57,17.72,25.18,0.41
2020_607_Ischnura elegans,2020,Hoje_A_14,Male,Ischnura_elegans,0,0,NA,33.75,17.76,26.25,0.39
2020_608_Ischnura elegans,2020,Hoje_A_14,Male,Ischnura_elegans,0,0,NA,34.13,17.76,26.44,0.45
2020_609_Ischnura elegans,2020,Hoje_A_14,Male,Ischnura_elegans,0,0,NA,32.36,18.02,25.01,0.43
2020_60_Ischnura elegans,2020,Hoje_A_7,Female,Ischnura_elegans,1,1.441304,0,34.1,20.41,26.2,0.81
2020_610_Ischnura elegans,2020,Hoje_A_14,Male,Ischnura_elegans,0,0,NA,32.21,17.79,24.85,0.49
2020_611_Ischnura elegans,2020,Hoje_A_14,Male,Ischnura_elegans,0,0,NA,33.94,18.59,26.34,0.42
2020_613_Ischnura elegans,2020,Hoje_A_14,Male,Ischnura_elegans,0,0,NA,32.42,17.5,25.26,0.38
2020_614_Ischnura elegans,2020,Hoje_A_14,Male,Ischnura_elegans,0,0,NA,34.15,17.49,26.51,0.44
2020_615_Ischnura elegans,2020,Hoje_A_14,Male,Ischnura_elegans,0,0,NA,34.26,18.5,26.54,0.48
2020_616_Ischnura elegans,2020,Hoje_A_14,Male,Ischnura_elegans,0,0,NA,33.14,18.28,25.78,0.43
2020_617_Ischnura elegans,2020,Hoje_A_14,Male,Ischnura_elegans,0,0,NA,33.27,17.97,25.57,0.45
2020_618_Ischnura elegans,2020,Hoje_A_14,Female,Ischnura_elegans,0,0,0,33.64,19.07,25.87,0.68
2020_619_Ischnura elegans,2020,Hoje_A_14,Female,Ischnura_elegans,0,0,0,34.69,19.23,26.82,0.63
2020_61_Ischnura elegans,2020,Hoje_A_7,Male,Ischnura_elegans,1,1.995702056,NA,32.92,18.22,25.48,0.62
2020_620_Ischnura elegans,2020,Hoje_A_14,Female,Ischnura_elegans,0,0,0,34.68,21.63,27.37,0.77
2020_622_Ischnura elegans,2020,Hoje_A_14,Female,Ischnura_elegans,0,0,0,35.39,20.73,27.36,0.71
2020_623_Ischnura elegans,2020,Bunkeflostrand,Male,Ischnura_elegans,1,1.995702056,NA,31.63,16.71,24.41,0.4
2020_624_Ischnura elegans,2020,Bunkeflostrand,Female,Ischnura_elegans,1,1.441304,361,32.67,18.2,25.26,0.55
2020_625_Ischnura elegans,2020,Bunkeflostrand,Female,Ischnura_elegans,1,1.441304,343,31.25,18.99,23.93,0.63
2020_62_Ischnura elegans,2020,Hoje_A_7,Male,Ischnura_elegans,1,1.995702056,NA,31.88,17.02,24.51,0.6
2020_630_Ischnura elegans,2020,Bunkeflostrand,Male,Ischnura_elegans,1,1.995702056,NA,31.02,17.29,23.73,0.41
2020_633_Ischnura elegans,2020,Bunkeflostrand,Female,Ischnura_elegans,1,1.441304,313,30.06,18.08,23,0.56
2020_634_Ischnura elegans,2020,Bunkeflostrand,Male,Ischnura_elegans,1,1.995702056,NA,31.09,17.28,23.98,0.39
2020_636_Ischnura elegans,2020,Bunkeflostrand,Male,Ischnura_elegans,1,1.995702056,NA,30.73,16.36,23.85,0.34
2020_637_Ischnura elegans,2020,Bunkeflostrand,Male,Ischnura_elegans,1,1.995702056,NA,32.23,17.39,24.92,0.4
2020_639_Ischnura elegans,2020,Bunkeflostrand,Female,Ischnura_elegans,1,1.441304,188,33.17,19.78,25.51,0.69
2020_63_Ischnura elegans,2020,Hoje_A_7,Female,Ischnura_elegans,1,1.441304,10,33.5,20.11,25.61,0.81
2020_640_Ischnura elegans,2020,Bunkeflostrand,Male,Ischnura_elegans,1,1.995702056,NA,30.93,17.1,24.04,0.34
2020_641_Ischnura elegans,2020,Bunkeflostrand,Female,Ischnura_elegans,1,1.441304,266,32.78,19.62,25,0.64
2020_642_Ischnura elegans,2020,Bunkeflostrand,Male,Ischnura_elegans,1,1.995702056,NA,30.05,15.91,23.33,0.4
2020_643_Ischnura elegans,2020,Bunkeflostrand,Female,Ischnura_elegans,1,1.441304,498,31.23,19.28,23.68,0.71
2020_644_Ischnura elegans,2020,Bunkeflostrand,Male,Ischnura_elegans,1,1.995702056,NA,32.6,18.05,25.26,0.46
2020_645_Ischnura elegans,2020,Bunkeflostrand,Male,Ischnura_elegans,1,1.995702056,NA,31.12,17.77,23.98,0.43
2020_647_Ischnura elegans,2020,Bunkeflostrand,Female,Ischnura_elegans,1,1.441304,202,33.48,19.13,25.62,0.68
2020_648_Ischnura elegans,2020,Bunkeflostrand,Male,Ischnura_elegans,1,1.995702056,NA,32.61,18.4,25.18,0.42
2020_649_Ischnura elegans,2020,Bunkeflostrand,Male,Ischnura_elegans,1,1.995702056,NA,32.25,17.65,24.91,0.4
2020_64_Ischnura elegans,2020,Hoje_A_7,Male,Ischnura_elegans,1,1.995702056,NA,31.57,16.58,24.46,0.55
2020_650_Ischnura elegans,2020,Bunkeflostrand,Female,Ischnura_elegans,1,1.441304,24,33.4,20.28,25.51,0.67
2020_651_Ischnura elegans,2020,Bunkeflostrand,Male,Ischnura_elegans,1,1.995702056,NA,30.64,16.7,23.5,0.38
2020_652_Ischnura elegans,2020,Bunkeflostrand,Female,Ischnura_elegans,1,1.441304,29,31.14,18.53,23.83,0.52
2020_653_Ischnura elegans,2020,Bunkeflostrand,Female,Ischnura_elegans,1,1.441304,20,32.26,18.7,24.6,0.62
2020_655_Ischnura elegans,2020,Bunkeflostrand,Female,Ischnura_elegans,1,1.441304,238,32.14,18.83,24.59,0.55
2020_656_Ischnura elegans,2020,Bunkeflostrand,Male,Ischnura_elegans,1,1.995702056,NA,30.97,16.29,24.06,0.34
2020_657_Ischnura elegans,2020,Bunkeflostrand,Female,Ischnura_elegans,1,1.441304,128,32.69,19.76,25.01,0.63
2020_658_Ischnura elegans,2020,Bunkeflostrand,Male,Ischnura_elegans,1,1.995702056,NA,30.52,16.95,23.42,0.38
2020_659_Ischnura elegans,2020,Bunkeflostrand,Male,Ischnura_elegans,0,0,NA,32.66,18.51,25.23,0.51
2020_660_Ischnura elegans,2020,Bunkeflostrand,Male,Ischnura_elegans,0,0,NA,33.15,17.85,25.64,0.42
2020_661_Ischnura elegans,2020,Bunkeflostrand,Male,Ischnura_elegans,0,0,NA,30.99,17.36,23.95,0.34
2020_662_Ischnura elegans,2020,Bunkeflostrand,Male,Ischnura_elegans,0,0,NA,31.31,17.13,24.2,0.39
2020_663_Ischnura elegans,2020,Bunkeflostrand,Male,Ischnura_elegans,0,0,NA,31.75,17.47,24.45,0.45
2020_664_Ischnura elegans,2020,Bunkeflostrand,Male,Ischnura_elegans,0,0,NA,30.17,16.91,23.32,0.4
2020_665_Ischnura elegans,2020,Bunkeflostrand,Male,Ischnura_elegans,0,0,NA,33.37,17.99,25.72,0.51
2020_668_Ischnura elegans,2020,Bunkeflostrand,Male,Ischnura_elegans,0,0,NA,32.25,17.11,24.86,0.42
2020_669_Ischnura elegans,2020,Bunkeflostrand,Male,Ischnura_elegans,0,0,NA,30,15.75,23.29,0.34
2020_670_Ischnura elegans,2020,Bunkeflostrand,Male,Ischnura_elegans,0,0,NA,27.95,14.94,21.62,0.31
2020_671_Ischnura elegans,2020,Bunkeflostrand,Male,Ischnura_elegans,0,0,NA,29.94,16.78,23.05,0.4
2020_672_Ischnura elegans,2020,Bunkeflostrand,Male,Ischnura_elegans,0,0,NA,31.1,15.75,24.13,0.44
2020_674_Ischnura elegans,2020,Bunkeflostrand,Male,Ischnura_elegans,0,0,NA,30.41,16.26,23.31,0.45
2020_675_Ischnura elegans,2020,Bunkeflostrand,Male,Ischnura_elegans,0,0,NA,32.64,17.06,25.21,0.38
2020_676_Ischnura elegans,2020,Bunkeflostrand,Male,Ischnura_elegans,0,0,NA,32.47,16.75,25.04,0.42
2020_677_Ischnura elegans,2020,Lomma_Kyrkdamm,Male,Ischnura_elegans,1,1.995702056,NA,34.14,17.46,26.43,0.42
2020_678_Ischnura elegans,2020,Lomma_Kyrkdamm,Female,Ischnura_elegans,1,1.441304,0,32.45,19.62,24.67,0.59
2020_679_Ischnura elegans,2020,Lomma_Kyrkdamm,Male,Ischnura_elegans,1,1.995702056,NA,32.94,18.36,25.47,0.38
2020_67_Ischnura elegans,2020,Hoje_A_7,Female,Ischnura_elegans,1,1.441304,0,32.97,19.9,25.33,0.72
2020_680_Ischnura elegans,2020,Lomma_Kyrkdamm,Female,Ischnura_elegans,1,1.441304,0,32.6,19.97,24.93,0.59
2020_681_Ischnura elegans,2020,Lomma_Kyrkdamm,Female,Ischnura_elegans,1,1.441304,376,33.57,19.81,25.82,0.67
2020_682_Ischnura elegans,2020,Lomma_Kyrkdamm,Male,Ischnura_elegans,1,1.995702056,NA,33.17,18,25.63,0.41
2020_683_Ischnura elegans,2020,Lomma_Kyrkdamm,Female,Ischnura_elegans,1,1.441304,334,33.08,19.08,25.48,0.63
2020_684_Ischnura elegans,2020,Lomma_Kyrkdamm,Male,Ischnura_elegans,1,1.995702056,NA,32.75,17.34,25.32,0.38
2020_685_Ischnura elegans,2020,Lomma_Kyrkdamm,Female,Ischnura_elegans,0,0,0,33.79,19.14,25.9,0.66
2020_686_Ischnura elegans,2020,Lomma_Kyrkdamm,Female,Ischnura_elegans,0,0,0,33.79,20.3,25.86,0.59
2020_687_Ischnura elegans,2020,Lomma_Kyrkdamm,Female,Ischnura_elegans,0,0,0,31.05,18.64,23.75,0.46
2020_688_Ischnura elegans,2020,Lomma_Kyrkdamm,Female,Ischnura_elegans,0,0,0,32.9,19.41,25.3,0.59
2020_689_Ischnura elegans,2020,Lomma_Kyrkdamm,Male,Ischnura_elegans,0,0,NA,31.41,17.92,24.38,0.39
2020_68_Ischnura elegans,2020,Hoje_A_7,Male,Ischnura_elegans,0,0,NA,32.89,17.71,25.13,0.66
2020_690_Ischnura elegans,2020,Lomma_Kyrkdamm,Male,Ischnura_elegans,0,0,NA,31.54,16.57,24.44,0.45
2020_691_Ischnura elegans,2020,Lomma_Kyrkdamm,Male,Ischnura_elegans,0,0,NA,31.88,17.71,24.6,0.45
2020_692_Ischnura elegans,2020,Lomma_Kyrkdamm,Male,Ischnura_elegans,0,0,NA,32.11,17.65,24.91,0.35
2020_693_Ischnura elegans,2020,Borgeby,Female,Ischnura_elegans,1,1.441304,404,32.29,19.61,24.58,0.68
2020_694_Ischnura elegans,2020,Borgeby,Male,Ischnura_elegans,1,1.995702056,NA,32.17,16.59,24.74,0.46
2020_695_Ischnura elegans,2020,Borgeby,Female,Ischnura_elegans,1,1.441304,262,33.57,20.02,25.48,0.71
2020_696_Ischnura elegans,2020,Borgeby,Male,Ischnura_elegans,1,1.995702056,NA,32.23,19.13,24.59,0.45
2020_697_Ischnura elegans,2020,Borgeby,Male,Ischnura_elegans,1,1.995702056,NA,34.16,18.4,26.46,0.42
2020_698_Ischnura elegans,2020,Borgeby,Female,Ischnura_elegans,1,1.441304,265,33.57,19.62,25.8,0.6
2020_699_Ischnura elegans,2020,Borgeby,Male,Ischnura_elegans,1,1.995702056,NA,31.75,17.28,24.55,0.38
2020_69_Ischnura elegans,2020,Hoje_A_7,Male,Ischnura_elegans,0,0,NA,33.2,17.05,25.72,0.57
2020_6_Ischnura elegans,2020,Habo_Gard,Male,Ischnura_elegans,1,1.995702056,NA,31.41,18.11,23.68,0.6
2020_700_Ischnura elegans,2020,Borgeby,Female,Ischnura_elegans,1,1.441304,193,33.98,19.37,26.17,0.55
2020_701_Ischnura elegans,2020,Borgeby,Male,Ischnura_elegans,1,1.995702056,NA,32.1,17.9,24.77,0.46
2020_702_Ischnura elegans,2020,Borgeby,Female,Ischnura_elegans,1,1.441304,297,34.3,20.49,26.42,0.62
2020_704_Ischnura elegans,2020,Borgeby,Male,Ischnura_elegans,1,1.995702056,NA,32.29,17.6,24.88,0.41
2020_705_Ischnura elegans,2020,Borgeby,Male,Ischnura_elegans,1,1.995702056,NA,33.33,18.25,25.67,0.43
2020_706_Ischnura elegans,2020,Borgeby,Female,Ischnura_elegans,1,1.441304,349,32.83,20.54,25.12,0.69
2020_708_Ischnura elegans,2020,Borgeby,Male,Ischnura_elegans,1,1.995702056,NA,33.05,17.53,25.54,0.38
2020_70_Ischnura elegans,2020,Hoje_A_7,Male,Ischnura_elegans,0,0,NA,31.81,17.31,24.58,0.58
2020_710_Ischnura elegans,2020,Borgeby,Female,Ischnura_elegans,1,1.441304,405,34.06,20.52,26.18,0.68
2020_711_Ischnura elegans,2020,Borgeby,Male,Ischnura_elegans,0,0,NA,33.74,17.65,26.17,0.38
2020_713_Ischnura elegans,2020,Borgeby,Male,Ischnura_elegans,0,0,NA,33.36,16.72,25.86,0.41
2020_714_Ischnura elegans,2020,Borgeby,Male,Ischnura_elegans,0,0,NA,32.14,17.44,24.91,0.42
2020_715_Ischnura elegans,2020,Borgeby,Male,Ischnura_elegans,0,0,NA,34.18,18.11,26.45,0.4
2020_717_Ischnura elegans,2020,Borgeby,Male,Ischnura_elegans,0,0,NA,32.92,17.9,25.4,0.45
2020_718_Ischnura elegans,2020,Borgeby,Male,Ischnura_elegans,0,0,NA,32.41,18.5,24.78,0.46
2020_719_Ischnura elegans,2020,Borgeby,Male,Ischnura_elegans,0,0,NA,32.8,17.12,25.32,0.41
2020_71_Ischnura elegans,2020,Hoje_A_7,Male,Ischnura_elegans,0,0,NA,31.29,16.48,24.05,0.55
2020_720_Ischnura elegans,2020,Flackarp,Male,Ischnura_elegans,1,1.995702056,NA,33.53,18.83,25.79,0.47
2020_721_Ischnura elegans,2020,Flackarp,Female,Ischnura_elegans,1,1.441304,448,33.81,20.39,25.83,0.71
2020_722_Ischnura elegans,2020,Flackarp,Female,Ischnura_elegans,1,1.441304,258,32.83,20.13,25.19,0.63
2020_723_Ischnura elegans,2020,Flackarp,Male,Ischnura_elegans,1,1.995702056,NA,33.85,18.17,26.14,0.46
2020_724_Ischnura elegans,2020,Flackarp,Female,Ischnura_elegans,1,1.441304,213,34.28,20.32,26.35,0.63
2020_725_Ischnura elegans,2020,Flackarp,Male,Ischnura_elegans,1,1.995702056,NA,32.89,17.72,25.46,0.4
2020_726_Ischnura elegans,2020,Flackarp,Male,Ischnura_elegans,1,1.995702056,NA,32.65,16.9,25.31,0.42
2020_727_Ischnura elegans,2020,Flackarp,Female,Ischnura_elegans,1,1.441304,317,32.31,20.93,24.56,0.59
2020_728_Ischnura elegans,2020,Flackarp,Female,Ischnura_elegans,1,1.441304,5,32.97,19.02,25.41,0.72
2020_729_Ischnura elegans,2020,Flackarp,Male,Ischnura_elegans,1,1.995702056,NA,32.27,17.47,25.02,0.42
2020_72_Ischnura elegans,2020,Hoje_A_7,Male,Ischnura_elegans,0,0,NA,31.27,16.22,24.44,0.6
2020_730_Ischnura elegans,2020,Flackarp,Male,Ischnura_elegans,0,0,NA,32.92,17.68,25.48,0.38
2020_731_Ischnura elegans,2020,Flackarp,Male,Ischnura_elegans,0,0,NA,34.14,18.33,26.53,0.34
2020_732_Ischnura elegans,2020,Flackarp,Male,Ischnura_elegans,0,0,NA,32.7,17.89,25.35,0.38
2020_733_Ischnura elegans,2020,Flackarp,Male,Ischnura_elegans,0,0,NA,32.74,17.62,25.41,0.34
2020_734_Ischnura elegans,2020,Flackarp,Male,Ischnura_elegans,0,0,NA,33.73,17.84,26.11,0.39
2020_735_Ischnura elegans,2020,Flackarp,Female,Ischnura_elegans,0,0,0,33.29,18.83,25.77,0.63
2020_736_Ischnura elegans,2020,Flackarp,Female,Ischnura_elegans,0,0,0,33.68,19.43,25.8,0.67
2020_737_Ischnura elegans,2020,Flackarp,Female,Ischnura_elegans,0,0,0,33.21,19.49,25.47,0.6
2020_738_Ischnura elegans,2020,Flackarp,Female,Ischnura_elegans,0,0,0,33.18,19.58,25.23,0.66
2020_739_Ischnura elegans,2020,Flackarp,Female,Ischnura_elegans,0,0,0,32.98,19.61,25.26,0.55
2020_73_Ischnura elegans,2020,Hoje_A_7,Male,Ischnura_elegans,0,0,NA,29.15,15.65,22.27,0.61
2020_740_Ischnura elegans,2020,Habo_Gard,Male,Ischnura_elegans,1,1.995702056,NA,33.26,17.72,25.73,0.42
2020_741_Ischnura elegans,2020,Habo_Gard,Female,Ischnura_elegans,1,1.441304,139,33.21,19.91,25.41,0.69
2020_742_Ischnura elegans,2020,Habo_Gard,Female,Ischnura_elegans,1,1.441304,84,34.29,19.78,26.39,0.68
2020_743_Ischnura elegans,2020,Habo_Gard,Male,Ischnura_elegans,1,1.995702056,NA,33.63,17.47,26.2,0.43
2020_744_Ischnura elegans,2020,Habo_Gard,Female,Ischnura_elegans,0,0,0,32.47,19.02,24.91,0.59
2020_745_Ischnura elegans,2020,Habo_Gard,Female,Ischnura_elegans,0,0,0,33.19,20.14,25.72,0.58
2020_746_Ischnura elegans,2020,Habo_Gard,Male,Ischnura_elegans,0,0,NA,31.94,17,24.63,0.4
2020_747_Ischnura elegans,2020,Habo_Gard,Male,Ischnura_elegans,0,0,NA,33.22,17.35,25.74,0.45
2020_748_Ischnura elegans,2020,Flyinge_30_A1,Male,Ischnura_elegans,0,0,NA,33.12,18.32,25.61,0.38
2020_749_Ischnura elegans,2020,Flyinge_30_A1,Male,Ischnura_elegans,0,0,NA,34.72,18.52,26.98,0.42
2020_74_Ischnura elegans,2020,Hoje_A_7,Male,Ischnura_elegans,0,0,NA,33.4,17.52,25.95,0.6
2020_750_Ischnura elegans,2020,Flyinge_30_A1,Male,Ischnura_elegans,0,0,NA,33.94,18.36,26.37,0.42
2020_751_Ischnura elegans,2020,Flyinge_30_A1,Male,Ischnura_elegans,0,0,NA,33.36,18.66,25.88,0.4
2020_752_Ischnura elegans,2020,Flyinge_30_A1,Male,Ischnura_elegans,0,0,NA,33.4,18.36,25.9,0.45
2020_753_Ischnura elegans,2020,Flyinge_30_A1,Female,Ischnura_elegans,0,0,0,35.45,21.27,27.23,0.71
